"Australian Bureau of Statistics",,,,,,,,,,,,,,,,,,,,,,
"46040DO0006 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,
"Table 6.1 Detailed net physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Commodity,Industry division (ANZSIC),ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Supply,Hydro energy,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Manufacturing,C,Iron and steel,"211,212",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Manufacturing,C,Non-ferrous metals,"213,214",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Manufacturing,C,Other manufacturing,"20,22,23,24,25",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,732,727,737,745,728,732,752,759,737,745,645,625,678,635,584,473
Supply,Coke,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1
Supply,Wood and Wood waste,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,59,59,56,58,52,43,43,49,60,51,66,66,48,55,59,58
Supply,Solar energy,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,1,2,6,9,14,16,20,24,29,35
Supply,Wind energy,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Supply,Uranium,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,794,789,797,809,791,788,809,829,826,830,754,745,789,759,718,622
Supply,Black coal,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,5,4,4,4,4,6,8,9,11,11,11,12,11,10,10,12
Supply,Wood and Wood waste,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,3,3,3,2,6,7,8,10,12,12,13,13,15,15,16,17
Supply,Wind energy,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,7,7,6,6,10,13,16,20,22,24,24,25,26,25,26,28
Supply,Black coal,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coal by-products,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Briquettes,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Natural gas,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Liquefied natural gas,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Crude oil and feedstocks,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Petrol,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Diesel,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Other refined fuels and products,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,LPG,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Biofuels,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wood and Wood waste,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Bagasse,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Electricity,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Hydro energy,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Solar energy,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Wind energy,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Uranium,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Total,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Black coal,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Brown coal,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Coke,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
